name,price,brand,sku,Subcategoria
Mentalconfort equilibrio emocional,25.2,100% Natural,LP-0114771,Fitoterapia
Hierba de Sen Hoja Entera,6.86,Plameca,LP-0045487,Fitoterapia
Levadura de Cerveza y Germen de Trigo,7.57,Sotya,LP-0029616,Fitoterapia
Aceite Esencial de Incienso,11.67,Pranarom,LP-0037530,Fitoterapia
Cardo mariano,15.12,Estado Puro,LP-0007819,Fitoterapia
Arkolevura Saccharomyces Boulardii,11.9,Arkopharma,LP-0160652,Fitoterapia
Gotu Kola 435 mg,3.94,Swanson,LP-0126691,Fitoterapia
Espino Blanco,21.29,Lamberts,LP-0016116,Fitoterapia
Maca en polvo,6.65,Terrasana,LP-0199807,Fitoterapia
Valeriana forte,10.16,Kneipp,LP-0053725,Fitoterapia
Avena Sativa Bio,9.43,Biover,LP-0011047,Fitoterapia
Bach Rescue Remedy Night,21.8,Rescue,LP-0016687,Fitoterapia
Ashwagandha,8.26,El Granero Integral,LP-0209344,Fitoterapia
Arándano Rojo Concentrado,7.8,Sotya,LP-0004817,Fitoterapia
Extracto de Fumaria (Fórmula XXI),9.4,Soria Natural,LP-0017969,Fitoterapia
Vinagre de manzana 2000 mg,18.9,Hivital,LP-0193316,Fitoterapia
Herbensurina,16.03,Deiters,LP-0030911,Fitoterapia
Calmogene con Rhodiola Complex,26.61,Natysal,LP-0037574,Fitoterapia
Pack 2x Symbioflor 2,42.7,Symbiopharm,LP-0067110,Fitoterapia
Cardo mariano 1000 mg,24.99,Hivital,LP-0121316,Fitoterapia
Semillas de Cardo Mariano,8.28,Plameca,LP-0007837,Fitoterapia
Bach White Chestnut,13.94,Bach Original,LP-0016679,Fitoterapia
Ashwagandha optimizada,14.96,Estado Puro,LP-0204244,Fitoterapia
Phyto Nerv Neotrasmitter,18,Farmaderbe,LP-0055371,Fitoterapia
Tila Bio,2.59,Herbes del Molí,LP-0052563,Fitoterapia
Extracto de Ashwagandha,10.1,Life Extension,LP-0142601,Fitoterapia
Aceite esencial de laurel Bio,7.85,Zentrity by Naturitas,LP-0152709,Fitoterapia
Hierba Saúco Flor,2.86,Plameca,LP-0045000,Fitoterapia
Gallexier,16.4,Salus,LP-0010492,Fitoterapia
Alcachofa,9.25,Sotya,LP-0003029,Fitoterapia
CurcuFit,19.72,100% Natural,LP-0014375,Fitoterapia
Ginkgo 6500 mg,13.92,Estado Puro,LP-0018649,Fitoterapia
Full Spectrum Curcumina,35.95,Solgar,LP-0014319,Fitoterapia
Bach Rescue gotas,14.11,Rescue,LP-0016689,Fitoterapia
Fenogreco,5.09,Nature Essential,LP-0016615,Fitoterapia
Longvida,40.54,Vbyotics,LP-0014304,Fitoterapia
Ajo Enterico,7.88,Soria Natural,LP-0038724,Fitoterapia
Ginkgo Biloba Plus,21.55,El Granero Integral,LP-0018734,Fitoterapia
Enrelax Cápsulas,5.72,Aquilea,LP-0122711,Fitoterapia
Helix Original (articulaciones),16.5,Helix Original,LP-0140563,Fitoterapia
Curcuthera,45,SFI Health/Klaire Labs,LP-0162665,Fitoterapia
Cúrcuma y pimienta negra,7.58,Swanson,LP-0126845,Fitoterapia
17 C Flatusor (Fórmula XXI),10.89,Soria Natural,LP-0011349,Fitoterapia
Jugo de Aloe Vera Bio,17.15,Inkanat,LP-0003529,Fitoterapia
11-12 Lax mezcla de plantas te pronto,4.87,Dimefar,LP-0010976,Fitoterapia
Aceite Vegetal de Caléndula,10.55,Pranarom,LP-0007371,Fitoterapia
Jengibre Raíz en Polvo,4.55,Vegetalia,LP-0001114,Fitoterapia
Pack Aquilea Vigor Él 2ª unidad 40% DTO,33.94,Aquilea,LP-0205851,Fitoterapia
Alcachofera Plus,6.21,El Granero Integral,LP-0003061,Fitoterapia
Detox hígado,24.9,Zenement,LP-0166092,Fitoterapia
Allium Sativum ( Ajo Negro ),31.45,Bonusan,LP-0038863,Fitoterapia
Bach Rescue Pastillas,9.3,Rescue,LP-0016690,Fitoterapia
Aceite Esencial de Menta,5.54,Arganour,LP-0055443,Fitoterapia
Hierba Hipérico Planta Triturada,0.97,Plameca,LP-0022931,Fitoterapia
Cúrcuma 95,49.5,Sura Vitasan,LP-0014289,Fitoterapia
Flores de Bach Impatiens,13.64,Bach Original,LP-0016697,Fitoterapia
VitaWoman Cimicífuga,10.33,Eladiet,LP-0030715,Fitoterapia
Calaguala,4.99,Eladiet,LP-0030775,Fitoterapia
Maca Roja,18.44,El Oro de los Andes,LP-0039085,Fitoterapia
Aceite de Lino,5.61,Sotya,LP-0024537,Fitoterapia
Elixir de urgencia,16.54,Plantis,LP-0016763,Fitoterapia
Cúrcuma y pimienta Bio,13.51,El Granero Integral,LP-0014308,Fitoterapia
Albahaca,1.44,Nova Diet,LP-0003022,Fitoterapia
Ber Detox,14.03,Plameca,LP-0011739,Fitoterapia
Curcubos,35.51,Nutilab,LP-0011423,Fitoterapia
Turmeric,23.15,Solaray,LP-0014302,Fitoterapia
Aceite 100% puro de la pulpa del espino amarillo Bio,18.74,Terezia Company,LP-0038771,Fitoterapia
Aceite Esencial Manzanilla Romana,16.76,Pranarom,LP-0024966,Fitoterapia
Cardamomo Verde,11.63,Plameca,LP-0007778,Fitoterapia
Fitosoma de curcumina con meriva 500 mg,31.31,Doctor's Best,LP-0126380,Fitoterapia
Aromaforce Nariz-garganta Bio,11.99,Pranarom,LP-0119012,Fitoterapia
Aceite Esencial de Mandarina,8.99,Pranarom,LP-0037533,Fitoterapia
Aceite Esencial Sándalo Indias,6.42,Terpenic,LP-0037958,Fitoterapia
Aceite esencial de lavandín,5.49,MARNYS®,LP-0024026,Fitoterapia
Saw palmetto 3000 mg,26.5,Hivital,LP-0166390,Fitoterapia
Cúrcuma & Pimienta Negra,5.53,Iswari,LP-0140561,Fitoterapia
Espino Blanco,7.41,Naturmil,LP-0016139,Fitoterapia
Butycare (butirato triglicerado - salud intestinal),33,Margan,LP-0208733,Fitoterapia
Ashwagandha de Alta Potencia,29.78,Nutribrain,LP-0206191,Fitoterapia
Griffonia Simplicifolia,32.99,Bonusan,LP-0037825,Fitoterapia
Raíz de Regaliz Desglicirrizada,21.18,Solgar,LP-0044088,Fitoterapia
Cúrcuma y Pimienta Bio,8.4,El Granero Integral,LP-0014329,Fitoterapia
Phytobiopole Mix Relax 1 (Relax y Bienestar),12.94,Intersa,LP-0010637,Fitoterapia
Ansiomed,34.66,Bioserum,LP-0067057,Fitoterapia
Aprolis A-V,14.82,Intersa,LP-0030348,Fitoterapia
Aceite esencial de limón bio,5.45,El Granero Integral,LP-0038829,Fitoterapia
Aliviolas fisiolax tabletas,13.7,Aboca,LP-0122930,Fitoterapia
Cranberry complex,13.36,Estado Puro,LP-0011959,Fitoterapia
Normaten 12 8,21.98,Lusodiet,LP-0030270,Fitoterapia
Golamir 2ACT,11.6,Aboca,LP-0034759,Fitoterapia
Aceite Esencial Naranja Bio,3.83,El Granero Integral,LP-0038830,Fitoterapia
Espino Blanco con Ajo y Olivo,5.5,Nature Essential,LP-0011345,Fitoterapia
Harpagofito 1600 mg,14.79,Estado Puro,LP-0019472,Fitoterapia
Aceite Esencial Bio de Orégano,5.95,Labiatae,LP-0029055,Fitoterapia
Jugo de aloe vera con pulpa,13.65,NaturGreen,LP-0209850,Fitoterapia
Drosinula jarabe,14.59,A.Vogel,LP-0011073,Fitoterapia
Boldocynara,15.9,A.Vogel,LP-0011074,Fitoterapia
Intestinal cleanse,17.99,Zeutics – Berta Pedreño,LP-0210994,Fitoterapia
Aromaforce Spray garganta,10.49,Pranarom,LP-0161878,Fitoterapia
Maca Negra,5.85,Naturbite,LP-0038322,Fitoterapia
Extracto de Moringa,12.95,El Granero Integral,LP-0038172,Fitoterapia
Semillas de Uva,37.99,Sura Vitasan,LP-0037397,Fitoterapia
Vitarlic Forte,28.12,Vitae,LP-0029307,Fitoterapia
Lemongrass a granel,2.78,Josenea,LP-0038899,Fitoterapia
"Cilantro de espectro completo (cilantro), 425 mg",9.9,Swanson,LP-0126649,Fitoterapia
Fuca Natulivia,17.95,Fuca,LP-0205680,Fitoterapia
Plantago Ovata fibra vegetal soluble,10.54,Plantis,LP-0038557,Fitoterapia
Berberina con ácido lipoico Holomega,28.3,Equisalud,LP-0035090,Fitoterapia
Aceite esencial Sándalo de las Indias occidentales,7.34,Pranarom,LP-0038024,Fitoterapia
"Cardo Mariano, Diente de León y Yellow Dock",9.27,Swanson,LP-0148503,Fitoterapia
Mirra Aceite Esencial,15.88,Mon Deconatur,LP-0038392,Fitoterapia
Extracto de Ortiga Verde (Fórmula XXI),9.4,Soria Natural,LP-0029071,Fitoterapia
Aceite Esencial de Lavanda Bio,10.82,Terpenic,LP-0024006,Fitoterapia
Aceite Esencial de Romero Bio,6.55,El Granero Integral,LP-0044211,Fitoterapia
Bergamota aceite esencial,8.83,Terpenic,LP-0006888,Fitoterapia
"Anís, Manzanilla, Regaliz",3.39,Josenea,LP-0010623,Fitoterapia
Artemisinina Solo sistema inmune,51.55,Nutrined,LP-0169555,Fitoterapia
Aceite esencial de ravintsara Bio,19.55,Zentrity by Naturitas,LP-0156032,Fitoterapia
Ansiomed Noche,16.99,Bioserum,LP-0167811,Fitoterapia
Extracto Natural de Harpagofito (Fórmula XXI),9.99,Soria Natural,LP-0019507,Fitoterapia
Resiliens® Rodiola,26.25,100% Natural,LP-0051799,Fitoterapia
Active Berberina Aristata,38.24,Salengei,LP-0038442,Fitoterapia
Holofit® Cúrcuma Fitosomada Holofit,32.56,Equisalud,LP-0014352,Fitoterapia
Orégano + esencia de limón bio,13.49,Pranarom,LP-0051467,Fitoterapia
Giloy Guduchi ayurveda orgánico,21.99,Organic India,LP-0149125,Fitoterapia
Arándano en polvo orgánico,11.5,Salud Viva,LP-0193556,Fitoterapia
Centella Asiática,4.99,Eladiet,LP-0008155,Fitoterapia
Sabalsan,24.15,A.Vogel,LP-0011068,Fitoterapia
Ginkgo Biloba,37.43,Solgar,LP-0018657,Fitoterapia
Bach Star of Bethlehem,14.33,Bach Original,LP-0016693,Fitoterapia
Moringa oleifera 6000 mg,21.5,Hivital,LP-0166393,Fitoterapia
Oregamar,13,MARNYS®,LP-0031950,Fitoterapia
Extracto de Artemisa,13.77,Soria Natural,LP-0005709,Fitoterapia
Control de Ácido Úrico,21.54,Life Extension,LP-0142717,Fitoterapia
Tulsi ayurveda orgánico,21.59,Organic India,LP-0130294,Fitoterapia
Extracto de Valeriana (Fórmula XXl),10.44,Soria Natural,LP-0048837,Fitoterapia
Boswellia Select,24.68,100% Natural,LP-0038746,Fitoterapia
Hierba Uña de Gato,1.73,Plameca,LP-0038631,Fitoterapia
Aceite de orégano,21.2,MARNYS®,LP-0029034,Fitoterapia
Fumaria,1.07,Nova Diet,LP-0017978,Fitoterapia
Ajo Puro,13.9,A.Vogel,LP-0037913,Fitoterapia
Aceite Esencial Bio de Romero,4.91,Labiatae,LP-0044219,Fitoterapia
V-Vein Healthy Circulation,26.9,Health Aid,LP-0010730,Fitoterapia
GLP-1 Supreme (regulador apetito),39.9,Golden Tree,LP-0214913,Fitoterapia
Extracto de Gayuba (Fórmula XXI),8.64,Soria Natural,LP-0039920,Fitoterapia
Arándano (Mirtilo),4.99,Eladiet,LP-0004812,Fitoterapia
Flores de Bach rescuing remedy,12.19,Zentrity by Naturitas,LP-0202639,Fitoterapia
Menocaps,4.25,Sotya,LP-0010441,Fitoterapia
Cúrcuma complex,16.79,VITALART,LP-0111288,Fitoterapia
Mirtilo - Bilberry,2.6,Sotya,LP-0182428,Fitoterapia
Flores de Bach Aspen,14.15,Bach Original,LP-0016709,Fitoterapia
Aceite esencial árbol del té,6.12,Terpenic,LP-0192392,Fitoterapia
Extracto Caléndula Formula XXI,9.35,Soria Natural,LP-0007397,Fitoterapia
Pasiflora,4.99,Eladiet,LP-0036241,Fitoterapia
Bilixir Jarabe,12.95,Santiveri,LP-0038653,Fitoterapia
Pack Menobalance + Infusión,35.8,Woments,LP-0206283,Fitoterapia
Bolsa de Yemas trituradas de pino abeto,2.15,Plameca,LP-0164979,Fitoterapia
Harpagofito,8.28,Soria Natural,LP-0019432,Fitoterapia
Fibra de cáscaras de Psyllium,26.98,Solgar,LP-0037464,Fitoterapia
Extracto de Amapola,17.73,Soria Natural,LP-0037406,Fitoterapia
Colesterol Forte,13.5,Zentrum,LP-0011125,Fitoterapia
Cotidierbe,7.6,Specchiasol,LP-0010452,Fitoterapia
Extracto de Desmodens (Fórmula XXI),13.54,Soria Natural,LP-0039129,Fitoterapia
Shilajit 46000mg,24.9,Hivital,LP-0210753,Fitoterapia
Phytonorm,16.25,Intersa,LP-0024363,Fitoterapia
Bach Larch,14.35,Bach Original,LP-0016702,Fitoterapia
Liberum Forte,9.12,Noefar,LP-0040213,Fitoterapia
Pack 2x Vitawoman Menopausia,28.97,Eladiet,LP-0067113,Fitoterapia
Bach Rescue spray,20.6,Rescue,LP-0016695,Fitoterapia
Castaño de Índia,7.29,Naturmil,LP-0008109,Fitoterapia
Ortiga,2.38,Josenea,LP-0029089,Fitoterapia
Aceite de cáñamo bio,7.41,NaturGreen,LP-0007408,Fitoterapia
Bach Mimulus,15.58,Bach Original,LP-0016694,Fitoterapia
Sensoril Adapt con Ashwagandha,19.26,100% Natural,LP-0031583,Fitoterapia
Triphala 500 mg,6.94,Swanson,LP-0126837,Fitoterapia
Pack Cistitus nox forte con probióticos,41.85,Cistitus,LP-0205862,Fitoterapia
Aloe Verum Premium,57.38,Plameca,LP-0144441,Fitoterapia
Ayurveda Shatavari Holofit,12.69,Equisalud,LP-0038544,Fitoterapia
Aceite esencial de romero,6.95,Arganour,LP-0055418,Fitoterapia
Normonerv sedancap relajante,9.6,Herbora,LP-0077677,Fitoterapia
Curarti Attack,9.78,Plameca,LP-0011648,Fitoterapia
Rhodiola Rosea,38.93,Lamberts,LP-0016793,Fitoterapia
Jengibre,23.55,Lamberts,LP-0023835,Fitoterapia
Sal de Epsom,13.85,Terpenic,LP-0041184,Fitoterapia
Curcumin Fitosoma,36.99,Cfn,LP-0186089,Fitoterapia
Eucalipto Radiata Hoja Aceite Esencial,5.99,Pranarom,LP-0016347,Fitoterapia
Arándano rojo,22.02,Lamberts,LP-0004827,Fitoterapia
Aceite Esencial Bio de Lavanda,5.69,Labiatae,LP-0024037,Fitoterapia
Moringa 600 mg,20.9,Zenement,LP-0193321,Fitoterapia
Melised sueño,21.3,Forza Vitale,LP-0010782,Fitoterapia
Rumelax (Laxante Masticable),6.27,Rumex,LP-0011103,Fitoterapia
Ashwagandha,28.87,Pure Encapsulations,LP-0038187,Fitoterapia
Aceite de CBD,32.8,Zenement,LP-0188861,Fitoterapia
"Complejo de berberina con canela, gymnema y fenogreco",16.47,Swanson,LP-0126563,Fitoterapia
Mango africano con alcachofa,5.76,Sotya,LP-0037979,Fitoterapia
Aceite Esencial Salvia Esclarea,9.99,Terpenic,LP-0044920,Fitoterapia
Berberina,16.17,Swanson,LP-0145159,Fitoterapia
Fost print plus,21.6,Soria Natural,LP-0040733,Fitoterapia
Cardo Mariano,11.81,El Granero Integral,LP-0118683,Fitoterapia
Citesterol con berberis,16.38,Bioserum,LP-0168796,Fitoterapia
Hierba Zarzaparrilla Raíz,4.52,Plameca,LP-0049678,Fitoterapia
Melisa,2.14,Soria Natural,LP-0037415,Fitoterapia
Hierba Eucalipto Hoja Corte Grande,0.81,Plameca,LP-0016330,Fitoterapia
Aceite esencial de Orégano Español,8.91,Pranarom,LP-0029038,Fitoterapia
Diente de León,2.43,Soria Natural,LP-0015347,Fitoterapia
Azahar Flor,2.7,Nova Diet,LP-0005850,Fitoterapia
Green tea extract (Extracto té verde),36,SFI Health/Klaire Labs,LP-0163006,Fitoterapia
Aceite esencial de Lavanda ecológico,10.41,Labiatae,LP-0161125,Fitoterapia
Aceite de Orégano Silvestre,30.99,Bonusan,LP-0029036,Fitoterapia
Sedaplan,9.97,Natysal,LP-0011600,Fitoterapia
Extracto de Castaño de Indias Fórmula XXI,8.28,Soria Natural,LP-0008119,Fitoterapia
Aceite Esencial de Limón Bio,14.59,Pranarom,LP-0163230,Fitoterapia
Alfalfa,10.47,El Granero Integral,LP-0003126,Fitoterapia
Mi protocolo de adelgazamiento,27.45,Superdiet,LP-0010388,Fitoterapia
13 C Fensatin (Fórmula XXI),14.85,Soria Natural,LP-0031864,Fitoterapia
Extracto de Boldo (Fórmula XXI),10.75,Soria Natural,LP-0006972,Fitoterapia
Gasex molestias gástricas,6.09,Himalaya Herbals,LP-0148750,Fitoterapia
Manzanilla mahon (amarga-santolina),3.33,La flor del Pirineo,LP-0200981,Fitoterapia
Ortiga verde triturada,14.04,Plameca,LP-0029085,Fitoterapia
Aceite esencial árbol de té Bio,8.67,Pranarom,LP-0004915,Fitoterapia
Espino Blanco,4.28,Eladiet,LP-0016106,Fitoterapia
Jugo de Rábano Negro,9.04,Salus,LP-0037488,Fitoterapia
Resverasot,5.01,Sotya,LP-0011143,Fitoterapia
Aliviolas fisiolax comprimidos,9.2,Aboca,LP-0169794,Fitoterapia
Ajo negro 9000 mg,24.5,Hivital,LP-0164172,Fitoterapia
Ñame Silvestre (Wild Yam),16.33,Health Aid,LP-0037656,Fitoterapia
Árbol del té aceite esencial puro,4.5,Laboratorio SYS,LP-0182470,Fitoterapia
Berberine Optim berberina,20.29,Nutrinat Evolution,LP-0210511,Fitoterapia
Levadura de cerveza viva,9.54,Waydiet,LP-0171779,Fitoterapia
Flores de Bach Walnut,14.82,Bach Original,LP-0016680,Fitoterapia
Aceite de árbol del té,12.17,NATURCID,LP-0199587,Fitoterapia
Isoflavonas De Soja,10.17,Nature Essential,LP-0038237,Fitoterapia
Espino Blanco,1.28,Nova Diet,LP-0016151,Fitoterapia
08 S Calaguala (Fórmula XXI),10.6,Soria Natural,LP-0038440,Fitoterapia
Melisa Tila Hierbaluisa a granel,2.61,Josenea,LP-0011780,Fitoterapia
Arroz de levadura Roja ( Red Yeast Rice ),21.88,Natures Plus,LP-0024423,Fitoterapia
Moringa en cápsulas Bio,7.52,Sol Natural,LP-0192279,Fitoterapia
Aloe Vera Complex,15.82,Aloe Pura,LP-0003456,Fitoterapia
Circuven piernas cansadas,9.94,Soria Natural,LP-0011350,Fitoterapia
Café Verde,5.67,Sotya,LP-0007211,Fitoterapia
Aromaforce jarabe Bio (bienestar respiratorio),9.59,Pranarom,LP-0119013,Fitoterapia
Colon cleanse lax day,13.16,ESI,LP-0010354,Fitoterapia
"Cardo mariano con cúrcuma, alcachofa, diente de león y desmodium",27.97,Aldous Bio,LP-0193192,Fitoterapia
Sex Up,23.61,Solaray,LP-0011119,Fitoterapia
Ginkgo Biloba Plus,12.69,El Granero Integral,LP-0018685,Fitoterapia
Curcumina,25.79,Pure Encapsulations,LP-0169842,Fitoterapia
Vitex Agnus Castus,12.25,Integralia,LP-0040100,Fitoterapia
Diente de León,2.69,Josenea,LP-0015377,Fitoterapia
Bolsa de Hojas de Abedul Trituradas,0.9,Plameca,LP-0164965,Fitoterapia
Protectium Pectoral Adultos,13.05,Plameca,LP-0010516,Fitoterapia
Boswellia,10.31,Soria Natural,LP-0038058,Fitoterapia
Extracto de Olivo (Fórmula XXI),8.28,Soria Natural,LP-0029019,Fitoterapia
Arándano rojo,26.19,Sura Vitasan,LP-0004796,Fitoterapia
Extracto de Bardana Fórmula XXI,11.97,Soria Natural,LP-0005966,Fitoterapia
Parastil Plus,10.64,Nova Diet,LP-0011191,Fitoterapia
Cápsulas Confort vías urinarias Bio,10.66,Pranarom,LP-0122773,Fitoterapia
Esteroles vegetales,33.87,Lamberts,LP-0031429,Fitoterapia
Sot Prost,3.93,Sotya,LP-0010436,Fitoterapia
Extracto de jengibre gotas forte Bio,13.73,Lemon Pharma,LP-0023845,Fitoterapia
Trelax,14.51,ESI,LP-0010336,Fitoterapia
Cúrcuma 10.000 mg,19.28,Estado Puro,LP-0014305,Fitoterapia
Holopai 4 (Inflamación - Próstata),13.46,Equisalud,LP-0010853,Fitoterapia
Remolacha 6000mg,24.3,Hivital,LP-0209119,Fitoterapia
Jarabe Lombrifin (digestivo),16,Eladiet,LP-0030756,Fitoterapia
Remolacha - Beet Root,16.19,Solaray,LP-0052743,Fitoterapia
Boswellia extracto de Resina,33.29,Solgar,LP-0037469,Fitoterapia
Ayurslim combinado control de peso,6.09,Himalaya Herbals,LP-0032499,Fitoterapia
Finocarbo plus cápsulas,17.52,Aboca,LP-0038402,Fitoterapia
Vitarlic Cleanse,25.79,Vitae,LP-0029297,Fitoterapia
Manzanilla Dulce,4.84,Soria Natural,LP-0024915,Fitoterapia
Valeriana Leo Angelini,11.42,Natura Essenziale,LP-0052645,Fitoterapia
Rhodiola rosea 4000 mg,27.9,Hivital,LP-0166392,Fitoterapia
Infla care antiinflamatorio,17.8,Zeutics – Blanca Gómez,LP-0194299,Fitoterapia
Aloe Vera,23.5,Cfn,LP-0003465,Fitoterapia
LaxAloe,10.45,Santiveri,LP-0128165,Fitoterapia
Ayurveda Triphala Holofit,14.66,Equisalud,LP-0038115,Fitoterapia
Prevenen Varices y Hemorroides,8.75,Abad,LP-0010626,Fitoterapia
Extracto de Abedul (Fórmula XXI),9.89,Soria Natural,LP-0039644,Fitoterapia
Tilia Composta sistema nervioso,16.85,Forza Vitale,LP-0010762,Fitoterapia
Triphala,28.8,Solaray,LP-0037908,Fitoterapia
Fibra de manzana,4.29,Salud Viva,LP-0193549,Fitoterapia
Trébol rojo 375mg,10.3,NOW Foods,LP-0039059,Fitoterapia
Hierba de San Juan (Hipérico),27.48,Sura Vitasan,LP-0022875,Fitoterapia
Jugo de Aloe Vera,27.32,Drasanvi,LP-0003461,Fitoterapia
Napuka,16.91,Paleobull,LP-0172554,Fitoterapia
Piluresis drenaje,18.75,Forza Vitale,LP-0010781,Fitoterapia
Hierba Pasiflora,2.27,Plameca,LP-0036257,Fitoterapia
Hierba Hinojo Semilla,9.21,Plameca,LP-0022854,Fitoterapia
Amalaki ayurveda orgánico,21.99,Organic India,LP-0038947,Fitoterapia
Zumo de abedul sin azúcar,11.01,Weleda,LP-0049821,Fitoterapia
Pack Ashwagandha,54.28,Solgar,LP-0170346,Fitoterapia
Extracto de Valeriana,4.65,Sotya,LP-0048841,Fitoterapia
Curarti Forte,33.15,Plameca,LP-0014324,Fitoterapia
Rusco Plus,10.87,Integralia,LP-0011415,Fitoterapia
Curarti Forte,33.15,Plameca,LP-0014324,Fitoterapia
Tila Flor,3.99,Ynsadiet,LP-0047476,Fitoterapia
Semillas de Cardo Mariano,2.72,Soria Natural,LP-0007782,Fitoterapia
Mico Neo Si Kids,18.5,Neo,LP-0035363,Fitoterapia
Arándano rojo 15000 mg,21.5,Hivital,LP-0164171,Fitoterapia
Canela 2500 mg,12.88,Estado Puro,LP-0007457,Fitoterapia
Boswellia de espectro completo y curcumina,5.74,Swanson,LP-0126643,Fitoterapia
Regaliz DGL Holofit,18.85,Equisalud,LP-0030414,Fitoterapia
Digest Multiactive,7.82,Eladiet,LP-0201759,Fitoterapia
Cúrcuma 20.000 mg,60.82,Lamberts,LP-0081375,Fitoterapia
Ginseng coreano,50.72,IL HWA,LP-0018778,Fitoterapia
Extracto de Grosellero Negro (Ribes N.) Bio,10.04,Physalis,LP-0040132,Fitoterapia
Berberina,46,Méderi,LP-0125029,Fitoterapia
Epilobio en Bolsa,3.3,Pinisan,LP-0040134,Fitoterapia
FitoBerberina,27.48,100% Natural,LP-0168746,Fitoterapia
Olmo rojo americano 400mg,10.6,NOW Foods,LP-0039058,Fitoterapia
Aceite esencial de srilankan canela,1.59,Goloka,LP-0198726,Fitoterapia
Psyllium en cápsulas Bio,10.62,Nature et Partage,LP-0040242,Fitoterapia
Centella asiática extracto seco complex,5.92,Obire,LP-0008157,Fitoterapia
Maca Bio,6.11,El Granero Integral,LP-0038762,Fitoterapia
Ortiga Verde,2.16,Soria Natural,LP-0029070,Fitoterapia
Extracto Echinacea,4.29,Sotya,LP-0015765,Fitoterapia
Ergycox articulaciones,13.62,Nutergia,LP-0162361,Fitoterapia
Articular,21.04,VITALART,LP-0083725,Fitoterapia
Colon cleanse lax flor,16.59,ESI,LP-0010355,Fitoterapia
Aceite Esencial de Laurel,8.51,Pranarom,LP-0023994,Fitoterapia
LES Ribes Nigrum naríz y garganta,11.9,Forza Vitale,LP-0037728,Fitoterapia
Sedaner Sueño con valeriana y pasiflora,13.28,Soria Natural,LP-0080959,Fitoterapia
Echinaforce Kids,14.9,A.Vogel,LP-0015800,Fitoterapia
CircuLegs,25.49,Solaray,LP-0011114,Fitoterapia
MCT en polvo,16.97,Salud Viva,LP-0193554,Fitoterapia
Parasite,27.47,Saludalkalina,LP-0052922,Fitoterapia
Active Move - Alivio articular,39.9,Golden Tree,LP-0208469,Fitoterapia
Holopai 7 (Regulador Hipofisis-Ovarios),13.46,Equisalud,LP-0010855,Fitoterapia
Clavo,24.62,Sura Vitasan,LP-0009660,Fitoterapia
Aromafemina Oleobiotic® salud urinaria,9.86,Pranarom,LP-0208688,Fitoterapia
Harpagofito,5.9,Eladiet,LP-0019451,Fitoterapia
Curcurina,15.92,Nova Diet,LP-0120250,Fitoterapia
Psyllium Bio,33.14,Nature et Partage,LP-0040241,Fitoterapia
Aceite de orégano soporte intestinal,14.88,NOW Foods,LP-0029054,Fitoterapia
Allerfin Sol de oro (alergias),16.12,Eladiet,LP-0010892,Fitoterapia
Levadura de cerveza forte sin gluten,7.31,Robis,LP-0182097,Fitoterapia
Lavanda-Stress,17.77,Sura Vitasan,LP-0024028,Fitoterapia
Boswellia,30.35,Solaray,LP-0037895,Fitoterapia
Hoja de Stevia entera Bio,21.79,Stevia del Condado,LP-0046449,Fitoterapia
Aceite Esencial de Menta Bio,5.16,El Granero Integral,LP-0026469,Fitoterapia
Ginkgo 6500mg,23.31,Estado Puro,LP-0203879,Fitoterapia
Cardo mariano 10000mg,22.96,Estado Puro,LP-0204245,Fitoterapia
Lipidcontrol (Levadura De Arroz Rojo),18.82,Cfn,LP-0030981,Fitoterapia
Extracto de Damiana (Fórmula XXI),9.4,Soria Natural,LP-0014388,Fitoterapia
Pagosid Dr.Dunner,13.9,Salus,LP-0019437,Fitoterapia
Cápsulas Aloedis,13.42,Dis,LP-0003463,Fitoterapia
Aceite esencial canela de china,4.15,Terpenic,LP-0192359,Fitoterapia
Hinojo,2.71,Josenea,LP-0022860,Fitoterapia
Trébol Rojo 40% Isoflavonas,30.12,Sura Vitasan,LP-0029535,Fitoterapia
Jengibre 6500 mg,20.5,Hivital,LP-0201396,Fitoterapia
Aesculaforce Forte,16.5,A.Vogel,LP-0008092,Fitoterapia
Cardo Mariano Silimarin,10.9,GSN,LP-0031497,Fitoterapia
Noni,6.57,Sotya,LP-0037441,Fitoterapia
Gordolobo,1.28,Nova Diet,LP-0040192,Fitoterapia
Extracto de Ginkgo Biloba,10.19,Eladiet,LP-0022963,Fitoterapia
Dormeasan,10.29,A.Vogel,LP-0048899,Fitoterapia
